city,district,lat,lng,category,season,hotel_budget,hotel_mid,hotel_luxury,food_budget,food_mid,food_luxury,local_transport_urban,local_transport_rural,flight_base_rate,bus_available,bus_km_rate,train_available,train_km_rate,flight_available
Port Blair,South Andaman,11.62,92.73,Tier-Z,offpeak,1547,2668,4029,228,813,1034,246,0,0,1,1.14,1,0.73,0
Daman,Daman,20.42,72.83,Tier-Z,peak,1253,5705,14217,405,787,2168,371,0,0,1,0.93,1,0.72,0
Daman,Daman,20.42,72.83,Tier-Z,shoulder,1401,4583,8824,320,679,1647,360,0,0,1,0.97,1,0.72,0
Daman,Daman,20.42,72.83,Tier-Z,offpeak,1366,2929,3943,317,595,1258,298,0,0,1,1.05,1,0.71,0
Kavaratti,Lakshadweep,10.56,72.64,Rural,peak,926,2698,6503,299,786,1863,0,0,0,1,0.95,1,0.71,0
Kavaratti,Lakshadweep,10.56,72.64,Rural,shoulder,737,1652,4978,150,703,1369,0,0,0,1,1.09,1,0.73,0
Kavaratti,Lakshadweep,10.56,72.64,Rural,offpeak,842,2201,3713,155,517,1116,0,0,0,1,0.98,1,0.72,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,peak,2333,4680,6298,186,737,2087,223,0,0,1,1.03,1,0.72,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,shoulder,1874,3863,6011,322,751,1650,298,0,0,1,1.17,1,0.71,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,offpeak,902,2076,5679,194,516,1389,333,0,0,1,0.85,1,0.72,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,peak,1447,5155,9131,245,759,2275,422,0,0,1,0.94,1,0.71,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,shoulder,2016,2791,5152,213,708,1753,274,0,0,1,0.9,1,0.73,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,offpeak,1337,2226,7423,222,484,1056,278,0,0,1,0.95,1,0.72,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,peak,1937,3822,10207,321,1238,2341,386,0,0,1,0.88,1,0.71,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,shoulder,1778,5179,13088,322,705,1370,390,0,0,1,1.24,1,0.71,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,offpeak,1240,1634,3926,235,627,1029,189,0,0,1,0.91,1,0.72,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,peak,1934,4640,11872,306,590,2510,321,0,0,1,0.89,1,0.71,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,shoulder,1310,5079,6856,331,1061,2073,363,0,0,1,1.25,1,0.72,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,offpeak,776,2552,2771,159,518,1263,196,0,0,1,1.16,1,0.72,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,peak,576,3774,4131,191,551,1306,0,0,0,1,1.16,1,0.71,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,shoulder,556,2609,3847,230,648,980,0,0,0,1,0.89,1,0.73,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,offpeak,747,1509,3749,133,567,733,0,0,0,1,0.99,1,0.71,0
Sivaganga,Sivaganga,9.85,78.48,Rural,peak,970,2896,6926,124,538,1819,0,0,0,1,1.15,1,0.71,0
Sivaganga,Sivaganga,9.85,78.48,Rural,shoulder,844,2808,3650,266,692,1350,0,0,0,1,1.2,1,0.72,0
Sivaganga,Sivaganga,9.85,78.48,Rural,offpeak,737,1520,2881,216,370,836,0,0,0,1,1.23,1,0.72,0
Perambalur,Perambalur,11.23,78.89,Rural,peak,1267,2130,5714,206,700,1479,0,0,0,1,1.24,1,0.71,0
Perambalur,Perambalur,11.23,78.89,Rural,shoulder,1196,2897,4488,130,598,809,0,0,0,1,1.14,1,0.72,0
Perambalur,Perambalur,11.23,78.89,Rural,offpeak,779,2191,4829,139,355,1050,0,0,0,1,1.07,1,0.73,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,peak,2195,3230,6750,267,945,1707,338,0,0,1,1.0,1,0.73,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,shoulder,1403,2812,8152,287,547,1838,414,0,0,1,0.91,1,0.71,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,offpeak,755,2023,3397,186,745,1823,339,0,0,1,1.06,1,0.71,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,peak,1784,4982,9691,283,892,2101,293,0,0,1,1.09,1,0.73,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,shoulder,1441,4293,5165,237,737,1322,200,0,0,1,1.19,1,0.73,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,offpeak,672,2726,4816,231,726,1612,280,0,0,1,0.97,1,0.73,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,peak,2294,4898,10734,287,706,2134,437,0,0,1,0.96,1,0.71,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,shoulder,1637,3377,9586,301,780,1703,234,0,0,1,0.88,1,0.71,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,offpeak,795,1501,5354,288,522,1248,312,0,0,1,0.92,1,0.72,0
Theni,Theni,10.0,77.48,Rural,peak,989,4557,8727,204,871,1806,0,0,0,1,1.15,0,0.72,0
Theni,Theni,10.0,77.48,Rural,shoulder,692,3046,6113,144,320,1625,0,0,0,1,1.2,0,0.71,0
Theni,Theni,10.0,77.48,Rural,offpeak,403,1648,2234,180,402,811,0,0,0,1,1.22,0,0.72,0
Delhi,New Delhi,28.61,77.23,Tier-X,peak,2856,7023,14955,379,1720,2421,471,0,6143,1,1.09,1,0.73,1
Delhi,New Delhi,28.61,77.23,Tier-X,shoulder,2622,5333,13047,464,1484,2029,582,0,3999,1,0.94,1,0.71,1
Delhi,New Delhi,28.61,77.23,Tier-X,offpeak,1102,3468,7929,321,1306,2183,449,0,2904,1,0.96,1,0.71,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,peak,2454,8705,19588,381,1295,3211,472,0,4557,1,0.89,1,0.73,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,shoulder,2138,8304,13987,412,1115,2205,628,0,3256,1,1.24,1,0.72,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,offpeak,1511,5038,8889,352,803,2101,521,0,3001,1,1.04,1,0.71,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,peak,3161,8978,14008,429,1651,3797,619,0,4185,1,1.2,1,0.72,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,shoulder,2333,7421,13407,428,1470,3268,566,0,4537,1,1.03,1,0.73,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,offpeak,1580,5001,8249,419,795,2093,597,0,2903,1,0.94,1,0.72,1
Kolkata,Kolkata,22.57,88.36,Tier-X,peak,2322,7590,18212,403,909,3571,388,0,3767,1,1.04,1,0.72,1
Kolkata,Kolkata,22.57,88.36,Tier-X,shoulder,2170,6788,17336,437,857,2818,482,0,3727,1,0.9,1,0.72,1
Kolkata,Kolkata,22.57,88.36,Tier-X,offpeak,1388,6540,12150,489,1242,2109,557,0,3845,1,0.94,1,0.71,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,peak,1766,9687,16610,492,1449,3315,529,0,4906,1,1.02,1,0.72,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,shoulder,2385,6135,13678,375,1129,2284,704,0,4681,1,1.03,1,0.72,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,offpeak,2155,6708,8929,427,790,2450,329,0,2831,1,1.06,1,0.72,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,peak,1904,9169,12176,455,1426,2665,378,0,4347,1,1.03,1,0.72,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,shoulder,1668,7082,13636,425,979,2200,691,0,4587,1,1.22,1,0.71,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,offpeak,1540,5372,12782,380,1174,1912,544,0,3383,1,1.21,1,0.72,1
Pune,Pune,18.52,73.85,Tier-X,peak,2717,9393,24225,392,1662,3516,632,0,5022,1,0.86,1,0.73,1
Pune,Pune,18.52,73.85,Tier-X,shoulder,2808,7755,10934,307,1265,2844,395,0,4374,1,1.25,1,0.73,1
Pune,Pune,18.52,73.85,Tier-X,offpeak,1869,4832,10308,295,1146,1995,321,0,2603,1,1.24,1,0.71,1
Chennai,Chennai,13.09,80.27,Tier-X,peak,2131,7814,11194,321,1073,2616,669,0,4463,1,1.05,1,0.73,1
Chennai,Chennai,13.09,80.27,Tier-X,shoulder,2670,8473,14410,436,1036,2440,363,0,4454,1,1.03,1,0.71,1
Chennai,Chennai,13.09,80.27,Tier-X,offpeak,1736,4541,12850,438,1235,2031,573,0,3905,1,1.19,1,0.72,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,peak,1612,6959,12941,275,1364,3236,456,0,5174,1,1.1,1,0.72,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,shoulder,1602,5035,10071,388,1067,2116,363,0,3134,1,0.96,1,0.73,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,offpeak,1460,3111,6062,277,941,1322,390,0,2113,1,1.0,1,0.71,1
Agra,Agra,27.11,78.02,Tier-Y,peak,3233,7681,12801,292,1221,3453,317,0,2919,1,0.96,1,0.71,1
Agra,Agra,27.11,78.02,Tier-Y,shoulder,1716,4103,6910,294,739,2554,523,0,2576,1,0.88,1,0.72,1
Agra,Agra,27.11,78.02,Tier-Y,offpeak,902,2842,6245,189,733,1959,441,0,2446,1,0.91,1,0.72,1
Amritsar,Amritsar,31.64,74.86,Tier-Y,peak,1679,5937,9206,377,1318,2637,610,0,3878,1,1.16,1,0.72,1
Amritsar,Amritsar,31.64,74.86,Tier-Y,shoulder,1747,3970,10999,356,658,1560,362,0,3373,1,1.04,1,0.72,1
Amritsar,Amritsar,31.64,74.86,Tier-Y,offpeak,1081,2487,3767,231,949,1573,295,0,2840,1,0.91,1,0.72,1
Varanasi,Varanasi,25.33,83.01,Tier-Y,peak,1129,4797,12072,458,895,2018,312,0,0,1,0.9,1,0.73,0
Varanasi,Varanasi,25.33,83.01,Tier-Y,shoulder,1443,5496,7918,331,825,1630,356,0,0,1,1.22,1,0.73,0
Varanasi,Varanasi,25.33,83.01,Tier-Y,offpeak,953,3156,4552,304,767,2007,439,0,0,1,1.18,1,0.72,0
Kochi,Ernakulam,9.96,76.25,Tier-Y,peak,2329,6427,17941,370,1161,2720,279,0,4890,1,1.17,1,0.72,1
Kochi,Ernakulam,9.96,76.25,Tier-Y,shoulder,2124,4733,10425,441,971,1710,589,0,4437,1,0.98,1,0.72,1
Kochi,Ernakulam,9.96,76.25,Tier-Y,offpeak,1185,4745,6822,329,834,1526,561,0,2101,1,1.12,1,0.72,1
Mysore,Mysore,12.31,76.65,Tier-Y,peak,2587,6825,10189,266,966,2594,420,0,5731,1,1.19,1,0.72,1
Mysore,Mysore,12.31,76.65,Tier-Y,shoulder,1877,5451,12019,404,1113,2738,401,0,4930,1,1.19,1,0.72,1
Mysore,Mysore,12.31,76.65,Tier-Y,offpeak,1216,1820,6933,313,945,1888,380,0,2778,1,1.11,1,0.71,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,peak,1085,4504,10802,348,1057,2722,557,0,3480,1,0.93,1,0.73,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,shoulder,1370,4813,9004,258,963,2340,510,0,2240,1,1.22,1,0.72,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,offpeak,1580,3136,5258,238,1030,1531,295,0,3164,1,1.16,1,0.73,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,peak,1754,3909,12424,364,1443,2568,389,0,4792,1,1.19,1,0.73,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,shoulder,1847,5082,10746,360,980,2331,455,0,3863,1,1.18,1,0.72,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,offpeak,764,2669,6819,350,709,1503,360,0,2343,1,1.23,1,0.73,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,peak,2677,7383,12073,326,1292,2617,461,0,4459,1,1.12,1,0.71,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,shoulder,2276,5133,11994,336,1151,2449,303,0,4631,1,1.24,1,0.71,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,offpeak,990,2444,4946,254,941,1255,369,0,2868,1,0.97,1,0.72,1
Erode,Erode,11.34,77.72,Tier-Y,peak,1675,4736,8944,387,1241,1868,446,0,3513,1,0.98,1,0.72,1
Erode,Erode,11.34,77.72,Tier-Y,shoulder,1205,3646,10736,269,1164,1930,414,0,2476,1,1.15,1,0.72,1
Erode,Erode,11.34,77.72,Tier-Y,offpeak,1441,2380,8969,248,520,2032,312,0,2918,1,0.92,1,0.71,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,peak,1759,6437,11320,317,1240,2359,485,0,4300,1,1.01,1,0.72,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,shoulder,2085,5470,7758,328,980,1908,453,0,3855,1,1.25,1,0.72,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,offpeak,1094,2743,7097,234,896,1854,472,0,2619,1,1.18,1,0.72,1
Patna,Patna,25.59,85.13,Tier-Y,peak,2186,5028,9527,319,1030,2176,368,0,4599,1,0.88,1,0.72,1
Patna,Patna,25.59,85.13,Tier-Y,shoulder,1552,2751,5461,256,1200,2355,521,0,3558,1,1.14,1,0.71,1
Patna,Patna,25.59,85.13,Tier-Y,offpeak,1032,3735,4543,329,1110,1669,249,0,2487,1,1.06,1,0.72,1
Puducherry,Puducherry,11.94,79.81,Tier-Y,peak,2755,7818,13134,473,914,2006,405,0,0,1,1.24,1,0.72,0
Puducherry,Puducherry,11.94,79.81,Tier-Y,shoulder,2031,3789,8058,397,1011,1845,430,0,0,1,0.91,1,0.72,0
Puducherry,Puducherry,11.94,79.81,Tier-Y,offpeak,1111,2089,5481,246,939,1476,361,0,0,1,0.9,1,0.71,0
Rajkot,Rajkot,22.3,70.79,Tier-Y,peak,2255,4258,12642,334,927,2178,413,0,4865,1,1.08,1,0.72,1
Rajkot,Rajkot,22.3,70.79,Tier-Y,shoulder,1133,2743,6436,342,1032,1868,326,0,2233,1,1.0,1,0.72,1
Rajkot,Rajkot,22.3,70.79,Tier-Y,offpeak,1033,4626,8525,317,621,1518,318,0,1879,1,1.16,1,0.72,1
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,peak,1816,6977,8623,375,1015,2526,564,0,0,1,1.03,1,0.71,0
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,shoulder,1633,4008,10422,395,1158,1844,496,0,0,1,1.05,1,0.72,0
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,offpeak,1482,2008,4190,223,799,2076,233,0,0,1,1.06,1,0.71,0
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,peak,2570,7022,7436,327,1348,2635,506,0,4260,1,0.93,1,0.71,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,shoulder,1377,4023,10521,444,873,2873,446,0,2171,1,1.02,1,0.72,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,offpeak,861,3253,5516,200,946,1677,275,0,2021,1,0.89,1,0.71,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,peak,1346,4347,9696,252,1160,2355,323,0,2947,1,0.89,1,0.72,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,shoulder,1142,3774,7657,356,1260,2665,344,0,3785,1,0.86,1,0.73,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,offpeak,1680,3977,6706,205,598,1815,448,0,3438,1,0.96,1,0.72,1
Vadodara,Vadodara,22.3,73.19,Tier-Y,peak,1849,6579,10115,337,1235,2724,492,0,0,1,1.1,1,0.72,0
Vadodara,Vadodara,22.3,73.19,Tier-Y,shoulder,2141,4142,9005,247,934,2767,473,0,0,1,1.05,1,0.72,0
Vadodara,Vadodara,22.3,73.19,Tier-Y,offpeak,951,3885,7340,198,679,1868,419,0,0,1,0.94,1,0.73,0
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,peak,1301,6070,12647,317,1069,1906,486,0,4877,1,1.1,1,0.72,1
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,shoulder,1478,4971,10228,289,716,1592,435,0,2854,1,0.95,1,0.73,1
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,offpeak,1616,4039,5898,329,601,1347,326,0,1943,1,1.21,1,0.72,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,peak,2138,4200,7163,304,707,2940,401,0,4139,1,1.02,1,0.73,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,shoulder,1482,5021,6373,297,735,2276,278,0,2695,1,1.16,1,0.72,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,offpeak,1436,3196,3866,245,763,1544,304,0,2131,1,0.89,1,0.72,1
Panaji,North Goa,15.5,73.83,Tier-Y,peak,2302,3555,13167,338,953,2993,394,0,4755,1,1.09,1,0.72,1
Panaji,North Goa,15.5,73.83,Tier-Y,shoulder,2229,5020,10830,364,896,2273,296,0,2214,1,1.13,1,0.71,1
Panaji,North Goa,15.5,73.83,Tier-Y,offpeak,961,3495,4109,318,1060,1837,269,0,2575,1,0.98,1,0.73,1
Raipur,Raipur,21.25,81.63,Tier-Y,peak,2403,5963,6785,393,868,2905,373,0,2710,1,1.13,1,0.71,1
Raipur,Raipur,21.25,81.63,Tier-Y,shoulder,1734,3733,8931,245,753,2081,376,0,3062,1,1.09,1,0.72,1
Raipur,Raipur,21.25,81.63,Tier-Y,offpeak,1076,3629,5536,249,1021,1646,423,0,2154,1,1.23,1,0.72,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,peak,2123,3574,12104,463,1268,2714,563,0,4877,1,1.21,1,0.71,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,shoulder,1512,3157,7957,268,663,2628,476,0,2978,1,0.88,1,0.73,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,offpeak,1464,3683,7513,390,957,2258,435,0,3068,1,0.9,1,0.72,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,peak,1801,5759,11109,313,782,2130,501,0,3416,1,0.9,1,0.72,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,shoulder,2206,3229,8626,373,820,2446,300,0,3186,1,1.04,1,0.72,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,offpeak,1283,2153,5785,243,990,2077,372,0,3344,1,1.06,1,0.72,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,peak,1816,4449,12700,246,834,2292,406,0,3074,1,1.12,1,0.72,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,shoulder,1217,2992,11380,309,1155,2134,439,0,3848,1,1.16,1,0.73,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,offpeak,1343,3721,5259,348,1008,1574,395,0,2253,1,0.97,1,0.73,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,peak,1234,6398,13185,322,640,1977,459,0,0,1,1.21,1,0.73,0
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,shoulder,1583,3678,8040,201,1200,2329,564,0,0,1,1.25,1,0.72,0
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,offpeak,1641,3649,6157,205,606,1614,476,0,0,1,0.98,1,0.73,0
Surat,Surat,21.17,72.83,Tier-Y,peak,1572,5483,12106,308,1083,2263,359,0,4473,1,1.18,1,0.72,1
Surat,Surat,21.17,72.83,Tier-Y,shoulder,1986,3332,8772,283,947,2309,285,0,2421,1,1.04,1,0.72,1
Surat,Surat,21.17,72.83,Tier-Y,offpeak,1468,4909,6587,233,1146,2208,404,0,2710,1,0.96,1,0.72,1
Shimla,Shimla,31.1,77.17,Tier-Y,peak,1903,6244,13228,515,1095,3287,311,0,2961,1,1.16,1,0.71,1
Shimla,Shimla,31.1,77.17,Tier-Y,shoulder,2320,5918,10312,324,1148,2720,516,0,5452,1,1.02,1,0.73,1
Shimla,Shimla,31.1,77.17,Tier-Y,offpeak,1333,2871,4805,272,642,1645,307,0,2464,1,1.13,1,0.73,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,peak,1678,5301,8201,477,1064,1876,430,0,3416,1,1.19,1,0.72,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,shoulder,1763,4756,7863,362,1146,1822,370,0,4054,1,1.11,1,0.73,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,offpeak,1142,2733,4478,201,846,1970,318,0,3296,1,1.09,1,0.72,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,peak,2206,6371,9597,502,795,2387,489,0,4970,1,1.21,1,0.71,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,shoulder,2087,4820,12849,231,968,2840,451,0,4795,1,1.17,1,0.73,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,offpeak,967,3100,4503,241,584,1960,290,0,1843,1,1.12,1,0.72,1
Jammu,Jammu,32.73,74.86,Tier-Y,peak,2134,3795,9665,380,985,2118,371,0,2932,1,1.11,1,0.71,1
Jammu,Jammu,32.73,74.86,Tier-Y,shoulder,1746,5206,6149,403,1081,2007,285,0,3123,1,0.88,1,0.73,1
Jammu,Jammu,32.73,74.86,Tier-Y,offpeak,1236,3533,7294,239,753,1608,269,0,2891,1,1.08,1,0.72,1
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,peak,1256,3709,12090,219,752,1825,332,0,3897,1,0.91,1,0.72,1
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,shoulder,1550,3825,9844,264,1075,2003,531,0,4254,1,0.89,1,0.72,1
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,offpeak,1066,3981,5174,306,517,1791,375,0,2167,1,0.92,1,0.72,1
Madurai,Madurai,9.92,78.11,Tier-Y,peak,2621,5557,10353,483,1199,3160,441,0,4984,1,0.92,1,0.72,1
Madurai,Madurai,9.92,78.11,Tier-Y,shoulder,1602,5001,7461,248,877,1622,567,0,2776,1,1.04,1,0.72,1
Madurai,Madurai,9.92,78.11,Tier-Y,offpeak,1376,2710,5123,253,734,1581,236,0,2516,1,0.94,1,0.72,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,peak,1169,3528,8731,332,746,2583,430,0,4289,1,1.11,1,0.71,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,shoulder,1067,4815,9435,272,1158,2530,347,0,2369,1,1.09,1,0.73,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,offpeak,1125,2151,5647,301,989,1799,334,0,3924,1,1.23,1,0.72,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,peak,2222,5263,10298,225,941,2833,324,0,3757,1,1.1,1,0.73,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,shoulder,1843,5400,9096,204,1006,1702,359,0,2836,1,1.21,1,0.72,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,offpeak,1585,3206,7976,194,1079,1848,245,0,1990,1,1.19,1,0.72,1
Salem,Salem,11.66,78.16,Tier-Y,peak,1816,5056,12824,390,1123,2469,383,0,0,1,0.91,1,0.72,0
Salem,Salem,11.66,78.16,Tier-Y,shoulder,1314,3426,7281,373,995,2061,451,0,0,1,1.13,1,0.72,0
Salem,Salem,11.66,78.16,Tier-Y,offpeak,1288,2835,9765,216,752,2126,508,0,0,1,0.97,1,0.71,0
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,peak,2389,4352,12378,257,1045,2536,554,0,0,1,1.21,1,0.72,0
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,shoulder,1306,6288,10851,356,868,2829,384,0,0,1,1.16,1,0.73,0
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,offpeak,1162,3024,4568,325,871,1370,350,0,0,1,1.06,1,0.71,0
Manali,Kullu,32.24,77.19,Tier-Z,peak,1969,6573,11806,314,1179,2033,255,0,0,1,1.1,1,0.71,0
Manali,Kullu,32.24,77.19,Tier-Z,shoulder,1928,4300,8207,319,656,2436,392,0,0,1,0.96,1,0.71,0
Manali,Kullu,32.24,77.19,Tier-Z,offpeak,919,2637,2102,269,721,1431,339,0,0,1,1.01,1,0.71,0
Munnar,Idukki,10.09,77.06,Tier-Z,peak,2592,6073,8009,224,779,2110,300,0,0,1,1.01,0,0.72,0
Munnar,Idukki,10.09,77.06,Tier-Z,shoulder,1823,4658,9978,187,871,1652,265,0,0,1,0.97,0,0.72,0
Munnar,Idukki,10.09,77.06,Tier-Z,offpeak,864,1863,3908,290,566,1591,254,0,0,1,1.15,0,0.73,0
Puri,Puri,19.82,85.83,Tier-Z,peak,1623,3963,6824,271,748,2115,333,0,0,1,0.88,1,0.72,0
Puri,Puri,19.82,85.83,Tier-Z,shoulder,1796,4451,8107,228,795,1724,404,0,0,1,1.1,1,0.72,0
Puri,Puri,19.82,85.83,Tier-Z,offpeak,1361,1570,4003,261,508,1320,219,0,0,1,0.95,1,0.73,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,peak,2080,5050,12071,348,1014,2058,417,0,0,1,0.97,1,0.72,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,shoulder,1177,3117,8293,406,1003,1383,226,0,0,1,0.85,1,0.72,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,offpeak,626,1828,4821,186,586,1111,331,0,0,1,0.98,1,0.71,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,peak,1190,7233,10309,220,766,1890,417,0,0,1,1.12,1,0.72,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,shoulder,1545,3753,4942,301,628,1884,331,0,0,1,1.03,1,0.72,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,offpeak,1109,2436,3592,285,687,1656,210,0,0,1,1.1,1,0.71,0
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,peak,1737,6590,14415,302,787,2531,248,0,0,1,0.85,1,0.73,0
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,shoulder,1718,5059,7546,419,1031,1433,254,0,0,1,1.02,1,0.72,0
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,offpeak,1320,2281,3845,259,754,1052,232,0,0,1,0.89,1,0.72,0
Leh,Leh,34.1,77.35,Rural,peak,733,4407,8495,210,684,1791,0,0,0,1,0.98,0,0.73,0
Leh,Leh,34.1,77.35,Rural,shoulder,967,2467,6558,266,609,914,0,0,0,1,0.87,0,0.73,0
Leh,Leh,34.1,77.35,Rural,offpeak,511,1726,2479,135,348,915,0,0,0,1,0.93,0,0.71,0
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,peak,946,2435,7327,230,435,1079,0,0,0,1,0.89,0,0.73,0
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,shoulder,624,2963,6236,159,516,819,0,0,0,1,0.87,0,0.71,0
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,offpeak,723,2363,3557,191,569,1355,0,0,0,1,1.22,0,0.72,0
Hodka Village,Kutch,23.73,70.0,Rural,peak,798,2063,5932,172,426,1184,0,0,0,1,0.9,1,0.72,0
Hodka Village,Kutch,23.73,70.0,Rural,shoulder,914,2092,6738,183,730,1600,0,0,0,1,1.0,1,0.72,0
Hodka Village,Kutch,23.73,70.0,Rural,offpeak,475,1416,4858,179,579,1301,0,0,0,1,1.22,1,0.72,0
Itanagar,Papum Pare,27.1,93.62,Tier-Z,peak,2027,4515,9810,218,1140,2021,210,0,0,1,1.04,1,0.72,0
